Candidato;Votos;
ZÉ ROBERTO;5
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;9
ZÉ ROBERTO;10
ZÉ ROBERTO;15
ZÉ ROBERTO;11
ZÉ ROBERTO;13
ZÉ ROBERTO;12
ZÉ ROBERTO;9
ZÉ ROBERTO;10
ZÉ ROBERTO;12
ZÉ ROBERTO;4
ZÉ ROBERTO;14
ZÉ ROBERTO;11
ZÉ ROBERTO;7
ZÉ ROBERTO;10
ZÉ ROBERTO;18
ZÉ ROBERTO;5
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;7
ZÉ ROBERTO;8
ZÉ ROBERTO;13
ZÉ ROBERTO;12
ZÉ ROBERTO;11
ZÉ ROBERTO;15
ZÉ ROBERTO;11
ZÉ ROBERTO;7
ZÉ ROBERTO;16
ZÉ ROBERTO;8
ZÉ ROBERTO;8
ZÉ ROBERTO;13
ZÉ ROBERTO;17
ZÉ ROBERTO;18
ZÉ ROBERTO;13
ZÉ ROBERTO;11
ZÉ ROBERTO;8
ZÉ ROBERTO;6
ZÉ ROBERTO;14
ZÉ ROBERTO;9
ZÉ ROBERTO;8
ZÉ ROBERTO;10
ZÉ ROBERTO;10
ZÉ ROBERTO;12
ZÉ ROBERTO;13
ZÉ ROBERTO;13
ZÉ ROBERTO;9
ZÉ ROBERTO;4
ZÉ ROBERTO;16
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;10
ZÉ ROBERTO;7
ZÉ ROBERTO;7
ZÉ ROBERTO;13
ZÉ ROBERTO;12
ZÉ ROBERTO;8
ZÉ ROBERTO;4
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;7
ZÉ ROBERTO;8
ZÉ ROBERTO;7
ZÉ ROBERTO;7
ZÉ ROBERTO;7
ZÉ ROBERTO;12
ZÉ ROBERTO;5
ZÉ ROBERTO;9
ZÉ ROBERTO;14
ZÉ ROBERTO;10
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;13
ZÉ ROBERTO;7
ZÉ ROBERTO;4
ZÉ ROBERTO;6
ZÉ ROBERTO;11
ZÉ ROBERTO;7
ZÉ ROBERTO;11
ZÉ ROBERTO;16
ZÉ ROBERTO;18
ZÉ ROBERTO;11
ZÉ ROBERTO;15
ZÉ ROBERTO;3
ZÉ ROBERTO;9
ZÉ ROBERTO;4
ZÉ ROBERTO;13
ZÉ ROBERTO;7
ZÉ ROBERTO;5
ZÉ ROBERTO;10
ZÉ ROBERTO;14
ZÉ ROBERTO;11
ZÉ ROBERTO;8
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;13
ZÉ ROBERTO;7
ZÉ ROBERTO;10
ZÉ ROBERTO;8
ZÉ ROBERTO;7
ZÉ ROBERTO;15
ZÉ ROBERTO;7
ZÉ ROBERTO;10
ZÉ ROBERTO;11
ZÉ ROBERTO;18
ZÉ ROBERTO;10
ZÉ ROBERTO;10
ZÉ ROBERTO;12
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;10
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;9
ZÉ ROBERTO;18
ZÉ ROBERTO;12
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;9
ZÉ ROBERTO;3
ZÉ ROBERTO;6
ZÉ ROBERTO;12
ZÉ ROBERTO;10
ZÉ ROBERTO;8
ZÉ ROBERTO;16
ZÉ ROBERTO;15
ZÉ ROBERTO;6
ZÉ ROBERTO;5
ZÉ ROBERTO;6
ZÉ ROBERTO;10
ZÉ ROBERTO;12
ZÉ ROBERTO;11
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;13
ZÉ ROBERTO;4
ZÉ ROBERTO;15
ZÉ ROBERTO;9
ZÉ ROBERTO;15
ZÉ ROBERTO;6
ZÉ ROBERTO;12
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;9
ZÉ ROBERTO;11
ZÉ ROBERTO;10
ZÉ ROBERTO;13
ZÉ ROBERTO;11
ZÉ ROBERTO;8
ZÉ ROBERTO;10
ZÉ ROBERTO;11
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;9
ZÉ ROBERTO;8
ZÉ ROBERTO;13
ZÉ ROBERTO;15
ZÉ ROBERTO;5
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;15
ZÉ ROBERTO;4
ZÉ ROBERTO;10
ZÉ ROBERTO;1
ZÉ ROBERTO;10
ZÉ ROBERTO;8
ZÉ ROBERTO;12
ZÉ ROBERTO;9
ZÉ ROBERTO;12
ZÉ ROBERTO;10
ZÉ ROBERTO;9
ZÉ ROBERTO;15
ZÉ ROBERTO;9
ZÉ ROBERTO;17
ZÉ ROBERTO;2
ZÉ ROBERTO;11
ZÉ ROBERTO;10
ZÉ ROBERTO;4
ZÉ ROBERTO;7
ZÉ ROBERTO;12
ZÉ ROBERTO;14
ZÉ ROBERTO;11
ZÉ ROBERTO;5
ZÉ ROBERTO;8
ZÉ ROBERTO;4
ZÉ ROBERTO;2
ZÉ ROBERTO;8
ZÉ ROBERTO;10
ZÉ ROBERTO;8
ZÉ ROBERTO;6
ZÉ ROBERTO;12
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;16
ZÉ ROBERTO;13
ZÉ ROBERTO;8
ZÉ ROBERTO;14
ZÉ ROBERTO;6
ZÉ ROBERTO;8
ZÉ ROBERTO;8
ZÉ ROBERTO;7
ZÉ ROBERTO;11
ZÉ ROBERTO;6
ZÉ ROBERTO;14
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;8
ZÉ ROBERTO;8
ZÉ ROBERTO;7
ZÉ ROBERTO;7
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;6
ZÉ ROBERTO;13
ZÉ ROBERTO;8
ZÉ ROBERTO;19
ZÉ ROBERTO;11
ZÉ ROBERTO;11
ZÉ ROBERTO;12
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;11
ZÉ ROBERTO;13
ZÉ ROBERTO;7
ZÉ ROBERTO;8
ZÉ ROBERTO;7
ZÉ ROBERTO;12
ZÉ ROBERTO;7
ZÉ ROBERTO;4
ZÉ ROBERTO;8
ZÉ ROBERTO;7
ZÉ ROBERTO;13
ZÉ ROBERTO;8
ZÉ ROBERTO;10
ZÉ ROBERTO;12
ZÉ ROBERTO;5
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;17
ZÉ ROBERTO;6
ZÉ ROBERTO;8
ZÉ ROBERTO;12
ZÉ ROBERTO;8
ZÉ ROBERTO;9
ZÉ ROBERTO;6
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;15
ZÉ ROBERTO;14
ZÉ ROBERTO;11
ZÉ ROBERTO;14
ZÉ ROBERTO;3
ZÉ ROBERTO;7
ZÉ ROBERTO;11
ZÉ ROBERTO;6
ZÉ ROBERTO;12
ZÉ ROBERTO;14
ZÉ ROBERTO;5
ZÉ ROBERTO;17
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;14
ZÉ ROBERTO;13
ZÉ ROBERTO;2
ZÉ ROBERTO;10
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;7
ZÉ ROBERTO;12
ZÉ ROBERTO;5
ZÉ ROBERTO;9
ZÉ ROBERTO;15
ZÉ ROBERTO;20
ZÉ ROBERTO;13
ZÉ ROBERTO;15
ZÉ ROBERTO;8
ZÉ ROBERTO;3
ZÉ ROBERTO;15
ZÉ ROBERTO;12
ZÉ ROBERTO;7
ZÉ ROBERTO;15
ZÉ ROBERTO;16
ZÉ ROBERTO;4
ZÉ ROBERTO;9
ZÉ ROBERTO;3
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;13
ZÉ ROBERTO;7
ZÉ ROBERTO;8
ZÉ ROBERTO;13
ZÉ ROBERTO;6
ZÉ ROBERTO;5
ZÉ ROBERTO;12
ZÉ ROBERTO;9
ZÉ ROBERTO;12
ZÉ ROBERTO;6
ZÉ ROBERTO;11
ZÉ ROBERTO;3
ZÉ ROBERTO;11
ZÉ ROBERTO;13
ZÉ ROBERTO;5
ZÉ ROBERTO;14
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;14
ZÉ ROBERTO;7
ZÉ ROBERTO;10
ZÉ ROBERTO;13
ZÉ ROBERTO;14
ZÉ ROBERTO;11
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;11
ZÉ ROBERTO;8
ZÉ ROBERTO;10
ZÉ ROBERTO;7
ZÉ ROBERTO;11
ZÉ ROBERTO;4
ZÉ ROBERTO;16
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;12
ZÉ ROBERTO;4
ZÉ ROBERTO;8
ZÉ ROBERTO;11
ZÉ ROBERTO;16
ZÉ ROBERTO;6
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;8
ZÉ ROBERTO;8
ZÉ ROBERTO;6
ZÉ ROBERTO;5
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;5
ZÉ ROBERTO;7
ZÉ ROBERTO;5
ZÉ ROBERTO;2
ZÉ ROBERTO;12
ZÉ ROBERTO;9
ZÉ ROBERTO;4
ZÉ ROBERTO;11
ZÉ ROBERTO;7
ZÉ ROBERTO;11
ZÉ ROBERTO;5
ZÉ ROBERTO;10
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;7
ZÉ ROBERTO;2
ZÉ ROBERTO;17
ZÉ ROBERTO;15
ZÉ ROBERTO;8
ZÉ ROBERTO;9
ZÉ ROBERTO;8
ZÉ ROBERTO;13
ZÉ ROBERTO;13
ZÉ ROBERTO;13
ZÉ ROBERTO;10
ZÉ ROBERTO;10
ZÉ ROBERTO;12
ZÉ ROBERTO;8
ZÉ ROBERTO;12
ZÉ ROBERTO;5
ZÉ ROBERTO;10
ZÉ ROBERTO;10
ZÉ ROBERTO;5
ZÉ ROBERTO;9
ZÉ ROBERTO;12
ZÉ ROBERTO;11
ZÉ ROBERTO;5
ZÉ ROBERTO;7
ZÉ ROBERTO;9
ZÉ ROBERTO;11
ZÉ ROBERTO;6
ZÉ ROBERTO;2
ZÉ ROBERTO;5
ZÉ ROBERTO;2
ZÉ ROBERTO;2
ZÉ ROBERTO;1
ZÉ ROBERTO;1
ZÉ ROBERTO;3
ZÉ ROBERTO;2
ZÉ ROBERTO;4
ZÉ ROBERTO;1
ZÉ ROBERTO;11
ZÉ ROBERTO;10
ZÉ ROBERTO;13
ZÉ ROBERTO;10
ZÉ ROBERTO;9
ZÉ ROBERTO;12
ZÉ ROBERTO;12
ZÉ ROBERTO;12
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;12
ZÉ ROBERTO;5
ZÉ ROBERTO;18
ZÉ ROBERTO;14
ZÉ ROBERTO;18
ZÉ ROBERTO;6
ZÉ ROBERTO;15
ZÉ ROBERTO;12
ZÉ ROBERTO;8
ZÉ ROBERTO;17
ZÉ ROBERTO;7
ZÉ ROBERTO;18
ZÉ ROBERTO;12
ZÉ ROBERTO;10
ZÉ ROBERTO;9
ZÉ ROBERTO;3
ZÉ ROBERTO;9
ZÉ ROBERTO;5
ZÉ ROBERTO;17
ZÉ ROBERTO;12
ZÉ ROBERTO;14
ZÉ ROBERTO;6
ZÉ ROBERTO;19
ZÉ ROBERTO;12
ZÉ ROBERTO;4
ZÉ ROBERTO;6
ZÉ ROBERTO;9
ZÉ ROBERTO;14
ZÉ ROBERTO;9
ZÉ ROBERTO;10
ZÉ ROBERTO;19
ZÉ ROBERTO;9
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;8
ZÉ ROBERTO;6
ZÉ ROBERTO;10
ZÉ ROBERTO;11
ZÉ ROBERTO;7
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;8
ZÉ ROBERTO;10
ZÉ ROBERTO;13
ZÉ ROBERTO;4
ZÉ ROBERTO;6
ZÉ ROBERTO;14
ZÉ ROBERTO;4
ZÉ ROBERTO;6
ZÉ ROBERTO;11
ZÉ ROBERTO;9
ZÉ ROBERTO;3
ZÉ ROBERTO;7
ZÉ ROBERTO;18
ZÉ ROBERTO;5
ZÉ ROBERTO;9
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;6
ZÉ ROBERTO;4
ZÉ ROBERTO;3
ZÉ ROBERTO;3
ZÉ ROBERTO;4
ZÉ ROBERTO;4
ZÉ ROBERTO;3
ZÉ ROBERTO;4
ZÉ ROBERTO;2
ZÉ ROBERTO;8
ZÉ ROBERTO;3
ASSILON;38
ASSILON;34
ASSILON;27
ASSILON;42
ASSILON;45
ASSILON;45
ASSILON;24
ASSILON;29
ASSILON;36
ASSILON;37
ASSILON;23
ASSILON;47
ASSILON;43
ASSILON;47
ASSILON;48
ASSILON;41
ASSILON;16
ASSILON;2
ASSILON;35
ASSILON;9
ASSILON;18
CARLOS JACA;19
CARLOS JACA;35
CARLOS JACA;27
CARLOS JACA;16
CARLOS JACA;21
CARLOS JACA;21
CARLOS JACA;22
CARLOS JACA;16
CARLOS JACA;15
CARLOS JACA;30
CARLOS JACA;21
CARLOS JACA;17
CARLOS JACA;24
CARLOS JACA;69
JOAO BATISTA;79
JOAO BATISTA;73
JOAO BATISTA;55
JOAO BATISTA;63
JOAO BATISTA;62
JOAO BATISTA;61
JOAO BATISTA;74
JOAO BATISTA;45
JOAO BATISTA;61
