Candidato;Coligação;Votos;
SARGENTO VALTENIR;PPS;3
JEFFERSON CARDOSO;PRP;1
MAZIM DA SEGURANÇA;PRP;1
JOAQUIM ALVES;PRP;2
PROFº DELAN;PSDB;1
ZEZÉ CARDOSO;PSDB;6
BETUEL SIQUEIRA;PSDB;2
CHARLES BRUNO;PSDB;1
WILSON;PEN;1
RAIMUNDO FOGUINHO;PEN;1
CHAPADA;PEN;1
RAIMUNDINHA MARQUES;PEN;1
TOLI;PEN;1
EDVARDO DIAS;PEN;1
REJANE RIBEIRO;PSD;1
JOAQUIM QUINTA NETO;PSD;11
PROFESSOR FRANKLIN;PC do B;8
TERCILIANO GOMES;SD;9
GALVÃO;SD;1
DIVINO BETHANIA JR;PROS;4
AVANILSON KARAJA;PV;1
SEVERINO PINTO;PV;1
HILDEGLAN CARNEIRO;PV;9
CLEOMIR BALOLA;PRP;1
EDIMAR LEANDRO;PRP;1
PROFESSOR ALMECIADES;PRP;1
PP;PP;4
PR;PR;4
PSD;PSD;1
BRANCO;;10
NULO;;8
ALCIDES GUIMARAES;PRB;5
WAGNER ENOQUE;PRB;1
ROSSANIA BURJAQUE;PRB;1
JOSUE LUZ;PRB;2
VAVÁ BARÃO;PRB;1
SONIA DA CASA COR DE ROSA;PRB;1
LAFAETE PARANHOS;PRB;1
PROF. LINDOMAR JK;PP;1
JOSÉ GABARRÃO;PP;1
SOLDADO ALCIVAN;PP;5
DEYKSOM;PP;2
JOÃO NELORE;PP;4
ANDRÉIA AYRES;PP;1
DIVINO JUNIOR;PP;2
PROFESSORA EDILAMAR;PP;2
ANGELA VILELA;PP;1
WELLINGTON PINTO GOUVEIA;PPS;2
GILBERTO SILVA;PPS;2
GERONIMO CARDOSO;PPS;2
HELIO RODRIGUES;DEM;1
CARLOS SILVA;PSDC;4
GIDEON SOARES;PRTB;4
CLEUDO NEGÃO;PRTB;1
ROMUALDO VIEIRA;PRTB;1
GUIGA ARANTES;PRTB;3
ZEZAO O POPULAR ZE GRANDÃO;PRTB;3
JARBINHA ABUD;PRTB;1
ABRAÃO;PRTB;5
MANOEL NEGRÃO;PHS;1
LUCIMAR (ZINHA);PMB;1
MACHADINHO ARAUJO;PTC;1
BRUNO DA FARMÁCIA;PTC;1
MESTRE ANZOL;PTC;1
PIÇARRA;PTC;1
SANTOS BAHIA;PTC;2
PROFº IVETE;PTC;1
MARANHÃO DA VILA;PTC;1
ROCHINHA SEGURANÇA;PSB;1
IRMÃ BETH MILHOMEM;PSB;3
PROFESSOR OSANAN;PSB;1
MANE MUDANÇA;PP;6
FRANÇUAR;PP;2
ORIVAN;PDT;6
MARIELLY;PDT;2
ISRAEL DA TEREZONA;PDT;6
NETO PAJEÚ;PDT;4
VALDIRENE;PT;1
SILVINIA;PT;4
BOLA DA GUITARRA;PTB;1
MÁRCIO ZERBINI;PTB;2
DIVINO JUNIOR;PP;1
PROFESSORA EDILAMAR;PP;1
MANE MUDANÇA;PP;6
FRANÇUAR;PP;1
LUCIANO SANTANA;PR;7
GIPÃO;PR;4
MARCUS MARCELO;PR;13
VALERIA DOMINGUES;PR;3
XEROSO;PR;2
PROFESSORA REGIFRAN;PPS;3
SARGENTO VALTENIR;PPS;3
